judge,A,B,choseA,choseB
16,96196443,90196453,0,1
18,96196443,33196859,0,1
18,96196443,33196859,0,1
7,96196443,30196814,0,1
7,96196443,752012112,1,0
7,96196443,80201245,1,0
10,96196443,24196814,1,0
10,96196443,35196858,0,1
4,96196444,98196416,1,0
17,96196444,88196456,0,1
17,96196444,61199651,1,0
5,96196444,78201214,1,0
15,96196444,71201256,1,0
10,96196444,71201255,1,0
10,96196444,67199619,0,1
10,96196444,92196442,1,0
16,96196445,77201212,0,1
8,96196445,71201255,0,1
8,96196445,61199652,1,0
20,96196445,58199652,0,1
5,96196445,1001964110,0,1
5,96196445,641996111,1,0
5,96196445,29196857,0,1
9,96196445,73201211,0,1
11,96196445,77201213,0,1
19,96196446,35196853,0,1
19,96196446,78201217,1,0
12,96196446,60199658,1,0
12,96196446,90196451,1,0
3,96196446,70201257,1,0
3,96196446,101196415,0,1
4,96196446,33196853,0,1
4,96196446,25196813,1,0
4,96196446,61199655,1,0
7,96196446,70201251,1,0
20,96196446,59199651,1,0
5,96196446,56199657,1,0
5,96196446,91196442,0,1
5,96196446,84201242,1,0
11,96196446,20196849,1,0
11,96196446,62199617,1,0
10,96196446,25196813,1,0
16,96196449,58199659,1,0
6,96196449,74201217,1,0
4,96196449,83201241,0,1
13,96196449,103201251,1,0
9,96196449,68201258,1,0
14,96196449,84201245,1,0
19,97196411,58199659,0,1
12,97196411,951964410,0,1
12,97196411,21196811,1,0
4,97196411,93196442,0,1
4,97196411,79201241,0,1
4,97196411,37196843,0,1
7,97196411,90196456,0,1
17,97196411,77201218,1,0
2,97196411,70201251,0,1
10,97196411,81201245,0,1
16,97196412,99196412,0,1
18,97196412,631996111,1,0
12,97196412,33196856,1,0
4,97196412,69201258,0,1
5,97196412,68201255,0,1
5,97196412,65199613,1,0
2,97196412,69201257,0,1
10,97196412,37196844,0,1
10,97196412,66199616,1,0
16,97196413,25196819,0,1
16,97196413,36196843,0,1
1,97196413,24196811,0,1
19,97196413,981964110,0,1
19,97196413,31196847,1,0
12,97196413,58199659,1,0
8,97196413,93196445,0,1
20,97196413,28196855,0,1
9,97196413,101196417,0,1
8,97196415,63199615,1,0
8,97196415,92196447,1,0
8,97196415,59199658,0,1
8,97196415,62199616,1,0
8,97196415,661996112,0,1
8,97196415,23196858,0,1
8,97196415,62199611,1,0
6,97196416,37196841,0,1
8,97196416,28196853,1,0
4,97196416,57199653,1,0
7,97196416,103201258,1,0
7,97196416,80201242,0,1
17,97196416,60199659,0,1
5,97196416,78201217,1,0
13,97196416,66199615,1,0
11,97196416,31196845,0,1
11,97196416,32196858,0,1
16,97196419,601996512,0,1
18,97196419,62199613,0,1
19,97196419,60199658,1,0
6,97196419,33196854,0,1
4,97196419,96196444,0,1
7,97196419,35196857,0,1
17,97196419,601996513,0,1
20,97196419,97196415,0,1
5,97196419,621996111,1,0
15,97196419,591996513,0,1
10,97196419,57199659,0,1
10,97196419,65199615,1,0
18,98196411,58199655,1,0
18,98196411,71201253,0,1
1,98196411,99196412,0,1
4,98196411,60199657,1,0
20,98196411,23196852,0,1
20,98196411,83201241,0,1
5,98196411,29196853,0,1
5,98196411,57199657,1,0
13,98196411,64199619,1,0
13,98196411,59199658,0,1
18,98196412,581996512,0,1
18,98196412,82201246,1,0
18,98196412,581996512,0,1
18,98196412,82201246,1,0
5,98196412,35196854,1,0
5,98196412,77201214,1,0
5,98196412,79201243,1,0
15,98196412,581996511,0,1
15,98196412,101196413,1,0
9,98196412,26196847,0,1
6,98196413,62199617,1,0
4,98196413,76201212,1,0
13,98196413,32196857,0,1
19,98196414,34196813,1,0
3,98196414,752012115,1,0
15,98196414,74201216,1,0
9,98196414,591996511,0,1
10,98196414,61199656,0,1
10,98196414,641996110,0,1
12,98196415,74201213,1,0
12,98196415,32196852,0,1
3,98196415,95196444,1,0
17,98196415,64199612,0,1
20,98196415,87196458,1,0
10,98196415,73201218,0,1
16,98196416,561996510,1,0
16,98196416,84201244,0,1
6,98196416,62199616,1,0
8,98196416,69201253,1,0
4,98196416,22196848,0,1
15,98196416,93196445,0,1
11,98196416,31196849,1,0
14,98196416,33196851,1,0
10,98196416,71201258,1,0
10,98196416,72201252,1,0
8,99196411,78201213,1,0
4,99196411,78201211,1,0
4,99196411,93196442,1,0
13,99196411,92196442,0,1
9,99196411,78201214,0,1
9,99196411,1021964110,1,0
16,99196412,77201218,1,0
1,99196412,82201242,1,0
1,99196412,92196445,1,0
4,99196412,58199658,1,0
15,99196412,99196413,0,1
15,99196412,56199657,1,0
14,99196412,891964511,0,1
15,99196413,35196853,1,0
10,99196413,86196459,1,0
16,99196414,601996512,1,0
18,99196414,64199617,1,0
3,99196414,90196456,1,0
4,99196414,36196847,1,0
7,99196414,70201256,0,1
20,99196414,72201254,1,0
10,99196414,571996513,1,0
16,99196415,63199613,0,1
16,99196415,20196844,0,1
3,99196415,91196449,0,1
17,99196415,80201242,0,1
17,99196415,62199618,1,0
17,99196415,581996513,0,1
9,99196415,671996113,1,0
9,99196415,59199658,0,1
11,99196415,571996511,0,1
2,99196415,67199611,0,1
2,99196415,74201216,1,0
14,99196415,62199615,0,1
16,99196417,98196412,0,1
18,99196417,56199657,1,0
18,99196417,78201213,0,1
4,99196417,94196445,1,0
4,99196417,22196847,0,1
13,99196417,101196412,0,1
13,99196417,29196855,0,1
13,99196417,73201215,1,0
13,99196417,76201215,1,0
13,99196417,28196854,0,1
11,99196417,58199655,0,1
18,100196411,56199657,0,1
1,100196411,57199655,0,1
3,100196411,22196841,0,1
3,100196411,82201243,1,0
8,100196411,62199615,0,1
4,100196411,91196444,0,1
4,100196411,631996111,1,0
7,100196411,31196841,0,1
17,100196411,90196454,0,1
17,100196411,73201211,0,1
5,100196411,25196819,0,1
13,100196411,103201255,0,1
13,100196411,101196419,0,1
10,100196411,63199613,0,1
18,100196412,631996111,1,0
1,100196412,81201243,1,0
19,100196412,27196819,1,0
12,100196412,90196454,1,0
6,100196412,57199655,1,0
17,100196412,93196446,0,1
20,100196412,88196456,1,0
15,100196412,56199655,1,0
9,100196412,92196447,1,0
12,100196413,90196455,1,0
15,100196413,60199655,1,0
15,100196413,21196814,1,0
9,100196413,97196413,1,0
9,100196413,65199614,0,1
11,100196413,80201241,0,1
14,100196413,60199653,1,0
14,100196413,64199611,0,1
14,100196413,93196442,0,1
18,100196415,28196854,0,1
12,100196415,25196818,0,1
8,100196415,84201248,1,0
1,100196419,88196459,1,0
6,100196419,90196452,1,0
6,100196419,591996513,1,0
6,100196419,90196456,1,0
8,100196419,77201217,1,0
17,100196419,22196848,0,1
20,100196419,88196456,0,1
20,100196419,68201256,1,0
15,100196419,103201257,1,0
14,100196419,82201243,1,0
18,101196411,671996111,0,1
18,101196411,671996111,0,1
6,101196411,661996112,0,1
2,101196411,79201244,0,1
2,101196411,27196812,1,0
16,101196412,78201218,1,0
1,101196412,631996112,1,0
1,101196412,81201247,1,0
19,101196412,74201218,1,0
19,101196412,101196415,0,1
7,101196412,70201255,1,0
2,101196412,74201212,0,1
2,101196412,76201218,1,0
14,101196412,67199611,1,0
1,101196413,25196818,0,1
3,101196413,81201244,1,0
6,101196413,103201253,0,1
6,101196413,74201215,1,0
8,101196413,100196412,0,1
8,101196413,651996111,1,0
16,101196414,22196844,0,1
4,101196414,59199657,0,1
13,101196414,70201255,0,1
9,101196414,35196854,0,1
11,101196414,37196848,0,1
3,101196415,70201253,1,0
8,101196415,70201252,1,0
8,101196415,57199652,0,1
17,101196415,591996513,1,0
16,101196417,74201214,0,1
16,101196417,82201247,0,1
16,101196417,74201214,1,0
3,101196417,93196447,1,0
17,101196417,74201214,0,1
15,101196417,100196413,0,1
13,101196417,103201256,0,1
9,101196417,29196855,0,1
14,101196417,35196857,0,1
10,101196417,671996112,0,1
12,101196419,87196459,1,0
20,101196419,62199615,0,1
15,101196419,611996510,0,1
15,101196419,25196816,1,0
13,101196419,82201241,1,0
18,102196413,85196451,0,1
12,102196413,81201243,1,0
8,102196413,94196445,0,1
8,102196413,87196458,1,0
8,102196413,621996110,0,1
5,102196413,103201253,0,1
13,102196413,92196449,0,1
9,102196413,71201252,0,1
2,102196413,97196412,1,0
10,102196413,71201258,0,1
1,102196414,67199614,0,1
1,102196414,79201246,1,0
19,102196414,56199654,0,1
8,102196414,103201255,1,0
4,102196414,752012113,1,0
11,102196414,73201213,1,0
14,102196414,103201254,0,1
14,102196414,57199656,0,1
14,102196414,80201245,1,0
16,102196415,61199652,1,0
16,102196415,67199615,0,1
20,102196415,99196414,0,1
9,102196415,22196848,0,1
2,102196415,69201253,0,1
16,102196416,651996112,0,1
16,102196416,752012118,1,0
19,102196416,32196855,1,0
4,102196416,33196854,0,1
5,102196416,631996111,1,0
5,102196416,86196456,0,1
13,102196416,68201252,1,0
10,102196416,82201248,1,0
10,102196416,72201252,0,1
18,102196419,21196813,1,0
19,102196419,21196812,1,0
12,102196419,101196419,0,1
3,102196419,61199655,1,0
17,102196419,65199613,0,1
18,103201251,96196443,1,0
18,103201251,96196443,1,0
12,103201251,102196419,1,0
12,103201251,28196855,0,1
3,103201251,26196843,0,1
6,103201251,74201212,0,1
6,103201251,70201258,1,0
7,103201251,60199652,0,1
15,103201251,61199653,0,1
15,103201251,97196413,1,0
15,103201251,34196818,0,1
15,103201251,81201244,0,1
15,103201251,58199653,1,0
2,103201251,32196857,0,1
2,103201251,103201252,0,1
6,103201252,611996510,1,0
6,103201252,64199613,1,0
5,103201252,87196455,0,1
5,103201252,71201254,1,0
5,103201252,34196816,0,1
13,103201252,951964410,1,0
2,103201252,93196444,1,0
19,103201253,611996511,1,0
6,103201253,21196812,1,0
4,103201253,58199655,1,0
17,103201253,62199613,1,0
20,103201253,59199651,0,1
20,103201253,83201241,1,0
14,103201253,77201216,1,0
10,103201253,80201246,1,0
10,103201253,98196415,1,0
10,103201253,96196442,0,1
1,103201254,57199657,1,0
19,103201254,76201213,1,0
12,103201254,89196458,0,1
12,103201254,61199653,1,0
6,103201254,93196447,1,0
6,103201254,100196419,0,1
6,103201254,81201241,0,1
6,103201254,37196846,1,0
20,103201254,641996113,1,0
20,103201254,75201211,1,0
5,103201254,80201244,1,0
13,103201254,34196811,1,0
2,103201254,84201241,1,0
14,103201254,86196457,1,0
16,103201255,84201244,0,1
16,103201255,74201217,1,0
16,103201255,27196816,0,1
19,103201255,91196444,1,0
19,103201255,27196818,0,1
19,103201255,77201215,1,0
12,103201255,95196449,0,1
8,103201255,85196453,0,1
17,103201255,69201255,1,0
5,103201255,71201254,0,1
5,103201255,30196814,1,0
15,103201255,58199655,0,1
13,103201255,80201241,1,0
13,103201255,35196853,0,1
9,103201255,65199617,1,0
18,103201256,571996512,0,1
18,103201256,63199613,1,0
18,103201256,70201256,1,0
1,103201256,78201211,1,0
6,103201256,61199656,1,0
6,103201256,661996111,1,0
6,103201256,23196856,0,1
17,103201256,89196452,1,0
13,103201256,62199618,1,0
9,103201256,102196413,1,0
11,103201256,92196444,1,0
11,103201256,90196455,0,1
2,103201256,59199656,1,0
16,103201257,75201211,0,1
18,103201257,69201254,0,1
18,103201257,27196813,1,0
8,103201257,58199658,1,0
20,103201257,81201247,1,0
13,103201257,21196819,1,0
9,103201257,65199616,1,0
10,103201257,63199619,1,0
1,103201258,24196815,1,0
7,103201258,23196853,0,1
13,103201258,57199659,0,1
13,103201258,68201255,0,1
11,103201258,91196443,0,1
2,103201258,72201258,0,1
8,561996510,73201211,0,1
7,561996510,78201211,1,0
7,561996510,58199659,0,1
20,561996510,78201211,1,0
20,561996510,65199615,0,1
5,561996510,89196458,0,1
13,561996510,82201245,0,1
2,561996510,611996512,0,1
14,561996510,93196444,1,0
14,561996510,71201252,0,1
12,561996511,64199611,1,0
12,561996511,29196851,0,1
12,561996511,601996512,1,0
17,561996511,90196453,1,0
5,561996511,28196854,0,1
5,561996511,82201246,1,0
13,561996511,33196858,1,0
14,561996511,31196849,1,0
12,561996512,26196849,0,1
12,561996512,62199617,1,0
12,561996512,23196857,0,1
4,561996512,37196847,0,1
5,561996512,25196819,1,0
5,561996512,31196848,0,1
5,561996512,67199616,1,0
11,561996512,56199653,0,1
10,561996512,621996111,0,1
10,561996512,68201254,0,1
16,561996513,58199656,0,1
19,561996513,34196811,0,1
12,561996513,58199652,1,0
12,561996513,69201253,1,0
7,561996513,96196442,0,1
7,561996513,100196411,1,0
20,561996513,22196843,0,1
20,561996513,36196842,1,0
20,561996513,591996510,0,1
10,561996513,25196816,1,0
10,561996513,85196451,0,1
19,571996510,37196841,0,1
12,571996510,591996510,0,1
3,571996510,28196855,0,1
3,571996510,60199656,1,0
7,571996510,22196844,0,1
7,571996510,34196818,0,1
17,571996510,981964110,0,1
17,571996510,27196812,1,0
20,571996510,76201215,1,0
20,571996510,29196857,0,1
9,571996510,88196455,0,1
19,571996511,32196855,0,1
19,571996511,981964110,1,0
12,571996511,103201251,0,1
20,571996511,30196818,1,0
20,571996511,64199619,1,0
9,571996511,752012115,1,0
11,571996511,59199657,1,0
11,571996511,92196444,0,1
11,571996511,96196444,1,0
16,571996512,25196816,1,0
18,571996512,84201247,1,0
1,571996512,1021964110,1,0
19,571996512,64199613,1,0
4,571996512,35196857,0,1
4,571996512,82201245,1,0
4,571996512,671996110,1,0
20,571996512,611996513,1,0
5,571996512,621996113,1,0
13,571996512,32196858,0,1
13,571996512,79201248,1,0
14,571996512,90196451,1,0
8,571996513,58199656,0,1
5,571996513,91196443,1,0
9,571996513,752012117,1,0
10,571996513,72201255,0,1
12,581996510,88196458,0,1
4,581996510,20196843,1,0
7,581996510,33196858,0,1
17,581996510,70201252,1,0
20,581996510,79201244,1,0
15,581996510,26196848,0,1
15,581996510,752012115,1,0
9,581996510,73201218,1,0
9,581996510,77201213,0,1
11,581996510,64199617,1,0
11,581996510,56199659,1,0
11,581996510,96196446,0,1
2,581996510,62199611,1,0
10,581996510,23196858,0,1
10,581996510,88196459,1,0
8,581996511,23196851,0,1
17,581996511,28196855,1,0
20,581996511,83201246,1,0
20,581996511,66199615,1,0
5,581996511,22196844,1,0
15,581996511,73201215,1,0
15,581996511,67199617,1,0
13,581996511,78201216,0,1
9,581996511,61199656,1,0
17,581996512,59199657,0,1
15,581996512,37196847,1,0
9,581996512,74201218,1,0
11,581996512,74201212,1,0
18,581996513,73201216,1,0
18,581996513,95196447,0,1
18,581996513,71201251,1,0
12,581996513,61199654,1,0
12,581996513,82201243,1,0
7,581996513,28196853,0,1
17,581996513,76201215,1,0
5,581996513,70201257,1,0
13,581996513,62199615,0,1
11,581996513,66199612,1,0
14,581996513,84201244,0,1
14,581996513,67199614,1,0
10,581996513,81201245,1,0
10,581996513,98196416,0,1
10,581996513,36196848,1,0
18,591996510,93196442,0,1
18,591996510,581996510,1,0
12,591996510,56199654,1,0
17,591996510,30196816,0,1
20,591996510,97196413,1,0
15,591996510,23196856,0,1
15,591996510,56199656,1,0
15,591996510,101196412,0,1
9,591996510,651996113,1,0
9,591996510,26196847,0,1
9,591996510,75201211,1,0
11,591996510,33196856,0,1
14,591996510,68201257,1,0
16,591996511,621996111,1,0
1,591996511,77201215,1,0
19,591996511,59199654,0,1
15,591996511,57199652,0,1
9,591996511,92196445,1,0
16,591996512,85196452,0,1
3,591996512,65199614,1,0
3,591996512,97196411,0,1
4,591996512,82201246,0,1
4,591996512,59199653,1,0
17,591996512,62199611,0,1
13,591996512,83201242,0,1
13,591996512,74201218,1,0
13,591996512,25196818,0,1
19,591996513,64199611,1,0
6,591996513,58199654,0,1
8,591996513,94196441,0,1
8,591996513,58199651,1,0
7,591996513,24196816,0,1
15,591996513,661996110,1,0
15,591996513,89196452,0,1
13,591996513,971964111,1,0
13,591996513,33196858,1,0
13,591996513,68201253,0,1
14,591996513,74201212,0,1
10,591996513,92196443,0,1
19,601996510,60199659,0,1
12,601996510,66199613,1,0
6,601996510,28196857,0,1
8,601996510,31196848,0,1
7,601996510,21196814,1,0
7,601996510,36196848,0,1
17,601996510,92196445,1,0
17,601996510,57199656,0,1
13,601996510,66199619,1,0
13,601996510,591996513,0,1
10,601996510,661996113,1,0
10,601996510,81201242,0,1
20,601996511,93196443,1,0
13,601996511,70201251,0,1
2,601996511,661996111,1,0
10,601996511,27196812,1,0
16,601996512,74201216,1,0
19,601996512,28196859,1,0
19,601996512,72201257,1,0
8,601996512,30196812,1,0
13,601996512,641996110,1,0
2,601996512,28196855,1,0
16,601996513,27196814,1,0
17,601996513,61199651,0,1
20,601996513,29196851,1,0
5,601996513,78201211,1,0
2,601996513,26196847,1,0
2,601996513,56199651,1,0
10,601996513,85196451,1,0
18,611996510,25196812,1,0
18,611996510,102196419,0,1
6,611996510,22196844,0,1
6,611996510,68201254,0,1
8,611996510,86196452,0,1
7,611996510,77201211,0,1
7,611996510,79201242,0,1
7,611996510,571996510,1,0
17,611996510,90196455,0,1
15,611996510,30196814,1,0
14,611996510,37196841,0,1
12,611996511,67199616,1,0
3,611996511,23196858,0,1
3,611996511,69201251,1,0
7,611996511,97196419,1,0
17,611996511,661996111,1,0
17,611996511,78201214,1,0
5,611996511,561996511,0,1
9,611996511,34196818,0,1
11,611996511,571996510,1,0
10,611996511,65199613,1,0
19,611996512,25196812,1,0
19,611996512,102196419,0,1
19,611996512,79201246,1,0
8,611996512,20196846,1,0
8,611996512,80201241,0,1
15,611996512,32196853,1,0
2,611996512,60199658,1,0
2,611996512,83201243,1,0
8,611996513,77201216,1,0
17,611996513,83201247,0,1
5,611996513,60199655,1,0
15,611996513,64199614,1,0
14,611996513,37196841,1,0
1,621996110,57199652,1,0
1,621996110,25196817,1,0
8,621996110,94196441,1,0
4,621996110,23196851,0,1
4,621996110,84201241,1,0
14,621996110,37196845,1,0
14,621996110,25196811,1,0
10,621996110,102196413,1,0
10,621996110,591996513,1,0
16,621996111,87196458,0,1
19,621996111,20196849,0,1
20,621996111,74201214,0,1
20,621996111,661996113,1,0
15,621996111,34196811,0,1
15,621996111,62199618,1,0
15,621996111,72201253,0,1
13,621996111,69201254,0,1
16,621996112,73201215,0,1
16,621996112,752012117,1,0
4,621996112,59199658,0,1
7,621996112,36196848,1,0
20,621996112,752012116,1,0
11,621996112,95196449,0,1
10,621996112,71201255,0,1
10,621996112,87196458,1,0
12,621996113,95196442,0,1
12,621996113,69201258,1,0
12,621996113,35196854,1,0
4,621996113,31196843,0,1
17,621996113,101196415,0,1
5,621996113,91196443,0,1
15,621996113,23196858,0,1
15,621996113,752012117,1,0
15,621996113,58199654,1,0
13,621996113,22196847,0,1
2,621996113,21196813,0,1
14,621996113,95196447,0,1
14,621996113,73201215,1,0
1,631996110,68201258,0,1
8,631996110,29196853,0,1
8,631996110,78201215,1,0
4,631996110,62199616,1,0
5,631996110,661996110,0,1
9,631996110,36196849,0,1
9,631996110,65199612,1,0
18,631996111,981964110,0,1
18,631996111,57199655,0,1
18,631996111,73201215,0,1
1,631996111,752012118,0,1
6,631996111,72201251,0,1
6,631996111,57199656,0,1
8,631996111,91196443,0,1
4,631996111,82201242,0,1
7,631996111,33196851,0,1
5,631996111,24196817,0,1
5,631996111,57199653,0,1
5,631996111,76201215,1,0
5,631996111,26196841,0,1
15,631996111,88196455,0,1
9,631996111,621996112,0,1
9,631996111,85196456,0,1
11,631996111,60199651,0,1
11,631996111,37196845,0,1
16,631996112,661996113,1,0
3,631996112,65199617,1,0
13,631996112,752012117,1,0
11,631996112,22196844,0,1
10,631996112,88196454,1,0
7,631996113,24196814,0,1
9,631996113,57199654,0,1
11,631996113,65199613,0,1
14,631996113,88196459,0,1
4,641996110,101196414,1,0
15,641996110,621996113,0,1
9,641996110,32196853,0,1
9,641996110,68201256,1,0
9,641996110,571996513,0,1
14,641996110,28196859,0,1
14,641996110,92196447,1,0
10,641996110,77201218,1,0
16,641996111,101196413,0,1
12,641996111,59199655,0,1
17,641996111,581996513,0,1
20,641996111,37196846,0,1
5,641996111,951964410,0,1
13,641996111,102196416,0,1
13,641996111,661996112,0,1
2,641996111,83201244,0,1
12,641996112,65199619,1,0
3,641996112,60199653,1,0
7,641996112,25196813,0,1
15,641996112,62199612,1,0
13,641996112,103201251,0,1
13,641996112,21196819,1,0
2,641996112,23196859,0,1
14,641996112,561996511,0,1
14,641996112,66199616,1,0
18,641996113,34196817,1,0
4,641996113,82201244,1,0
5,641996113,60199652,1,0
5,641996113,97196419,0,1
15,641996113,752012118,1,0
9,641996113,98196412,1,0
9,641996113,95196449,0,1
11,641996113,56199657,0,1
11,641996113,77201213,1,0
2,641996113,82201241,0,1
18,651996110,59199659,0,1
18,651996110,83201241,0,1
1,651996110,67199618,0,1
1,651996110,74201211,1,0
1,651996110,25196813,0,1
4,651996110,25196819,1,0
13,651996110,68201255,0,1
13,651996110,81201244,1,0
9,651996110,57199653,0,1
8,651996111,70201252,0,1
8,651996111,28196854,0,1
4,651996111,78201214,0,1
7,651996111,22196844,1,0
17,651996111,991964110,0,1
5,651996111,61199654,0,1
15,651996111,28196856,0,1
15,651996111,66199613,1,0
15,651996111,94196449,0,1
15,651996111,28196853,0,1
15,651996111,76201215,1,0
2,651996111,67199616,1,0
14,651996111,77201211,0,1
10,651996111,64199616,0,1
1,651996112,76201218,0,1
1,651996112,67199618,1,0
12,651996112,74201212,0,1
3,651996112,99196415,1,0
6,651996112,81201248,1,0
6,651996112,641996110,0,1
20,651996112,57199657,1,0
20,651996112,611996513,0,1
5,651996112,35196854,0,1
15,651996112,83201241,0,1
15,651996112,752012115,1,0
2,651996112,29196851,0,1
18,651996113,97196412,0,1
1,651996113,65199615,0,1
19,651996113,571996512,0,1
6,651996113,82201247,0,1
8,651996113,82201248,1,0
8,651996113,621996110,0,1
7,651996113,79201241,0,1
7,651996113,35196859,1,0
7,651996113,65199614,0,1
17,651996113,35196854,0,1
20,651996113,37196845,1,0
20,651996113,621996110,0,1
5,651996113,78201216,1,0
5,651996113,35196853,0,1
10,651996113,26196848,0,1
18,661996110,91196446,0,1
18,661996110,641996110,1,0
1,661996110,36196842,1,0
1,661996110,22196848,0,1
6,661996110,85196451,0,1
8,661996110,36196841,0,1
17,661996110,57199659,1,0
17,661996110,90196453,0,1
5,661996110,67199619,1,0
13,661996110,66199613,1,0
11,661996110,581996510,0,1
16,661996111,79201242,0,1
6,661996111,71201255,0,1
6,661996111,83201241,0,1
8,661996111,34196811,0,1
8,661996111,67199616,1,0
8,661996111,25196812,0,1
17,661996111,84201248,0,1
20,661996111,1001964110,0,1
15,661996111,56199653,0,1
9,661996111,24196813,0,1
11,661996111,28196857,0,1
11,661996111,92196443,0,1
16,661996112,58199651,0,1
16,661996112,82201246,1,0
1,661996112,23196858,0,1
1,661996112,24196811,1,0
3,661996112,67199618,1,0
6,661996112,24196816,1,0
8,661996112,28196854,1,0
8,661996112,100196419,0,1
8,661996112,83201247,1,0
7,661996112,82201242,1,0
15,661996112,57199658,0,1
11,661996112,74201211,1,0
10,661996112,61199656,1,0
16,661996113,94196442,0,1
7,661996113,93196444,0,1
7,661996113,86196455,0,1
20,661996113,571996511,0,1
20,661996113,971964111,1,0
15,661996113,651996111,1,0
15,661996113,68201258,0,1
2,661996113,37196843,0,1
2,661996113,67199616,1,0
10,661996113,37196846,0,1
16,671996110,59199655,0,1
16,671996110,97196419,1,0
18,671996110,95196442,0,1
7,671996110,65199618,1,0
7,671996110,77201213,0,1
11,671996110,90196455,0,1
11,671996110,64199612,1,0
2,671996110,65199615,1,0
2,671996110,28196859,0,1
8,671996111,58199656,0,1
8,671996111,83201246,1,0
8,671996111,631996111,1,0
4,671996111,33196859,1,0
15,671996111,22196849,0,1
13,671996111,103201257,0,1
13,671996111,641996111,1,0
10,671996111,621996110,0,1
19,671996112,74201212,1,0
6,671996112,92196446,1,0
4,671996112,98196413,0,1
4,671996112,98196412,1,0
17,671996112,79201246,1,0
15,671996112,591996513,1,0
13,671996112,36196848,1,0
13,671996112,601996512,0,1
10,671996112,79201243,1,0
1,671996113,57199657,0,1
19,671996113,83201248,0,1
19,671996113,71201258,0,1
12,671996113,35196853,0,1
17,671996113,35196853,0,1
9,671996113,82201243,0,1
9,671996113,651996111,0,1
10,671996113,96196444,0,1
16,752012112,30196813,0,1
18,752012112,98196414,1,0
18,752012112,63199613,0,1
6,752012112,28196855,1,0
7,752012112,24196818,0,1
5,752012112,26196848,0,1
9,752012112,56199654,0,1
11,752012112,30196815,0,1
14,752012112,90196453,0,1
19,752012113,31196849,1,0
7,752012113,25196813,0,1
13,752012113,103201258,1,0
13,752012113,25196811,0,1
10,752012113,79201243,0,1
10,752012113,100196411,1,0
18,752012114,34196811,0,1
1,752012114,94196442,0,1
19,752012114,60199651,0,1
19,752012114,65199614,1,0
6,752012114,97196413,0,1
8,752012114,33196856,0,1
8,752012114,82201243,1,0
17,752012114,94196449,0,1
2,752012114,22196844,0,1
14,752012114,96196449,0,1
16,752012115,631996110,0,1
19,752012115,36196841,0,1
3,752012115,24196818,0,1
6,752012115,971964111,0,1
8,752012115,63199611,1,0
8,752012115,1001964110,0,1
15,752012115,63199613,0,1
14,752012115,101196412,0,1
19,752012116,62199617,1,0
19,752012116,69201252,0,1
20,752012116,97196419,1,0
5,752012116,91196447,1,0
5,752012116,981964110,0,1
9,752012116,28196852,0,1
11,752012116,58199652,0,1
2,752012116,85196455,1,0
2,752012116,651996111,0,1
14,752012116,73201213,1,0
14,752012116,70201253,0,1
16,752012117,66199611,0,1
16,752012117,23196853,0,1
15,752012117,94196446,0,1
13,752012117,64199612,0,1
9,752012117,34196816,0,1
9,752012117,87196458,0,1
11,752012117,56199659,0,1
10,752012117,88196459,0,1
16,752012118,58199655,0,1
1,752012118,32196855,1,0
3,752012118,79201245,0,1
3,752012118,81201242,1,0
15,752012118,641996112,0,1
2,752012118,74201215,1,0
10,752012118,81201243,0,1
1,891964511,561996511,0,1
1,891964511,90196456,1,0
6,891964511,951964410,1,0
7,891964511,92196447,1,0
20,891964511,59199656,1,0
20,891964511,59199659,0,1
11,891964511,74201218,0,1
2,891964511,20196849,0,1
14,891964511,99196415,1,0
14,891964511,70201252,1,0
14,891964511,32196858,0,1
1,941964410,100196412,0,1
19,941964410,75201211,1,0
3,941964410,21196816,0,1
3,941964410,21196818,1,0
8,941964410,22196849,0,1
8,941964410,66199614,1,0
4,941964410,621996113,1,0
4,941964410,56199656,0,1
14,941964410,76201217,1,0
14,941964410,621996110,0,1
16,951964410,591996511,0,1
12,951964410,91196448,1,0
12,951964410,95196442,1,0
7,951964410,76201213,1,0
5,951964410,103201252,1,0
13,951964410,29196853,0,1
10,951964410,35196856,0,1
10,951964410,34196813,1,0
1,971964111,25196813,1,0
19,971964111,83201246,0,1
19,971964111,74201216,1,0
12,971964111,69201256,1,0
12,971964111,94196446,0,1
6,971964111,60199653,1,0
17,971964111,22196844,1,0
20,971964111,77201211,0,1
20,971964111,752012116,0,1
20,971964111,77201217,1,0
15,971964111,28196854,0,1
15,971964111,33196858,1,0
11,971964111,72201258,0,1
11,971964111,34196817,0,1
10,971964111,25196819,1,0
18,981964110,65199613,1,0
3,981964110,78201212,1,0
6,981964110,84201246,1,0
4,981964110,30196813,1,0
7,981964110,73201216,0,1
7,981964110,1001964110,1,0
17,981964110,65199614,1,0
5,981964110,90196456,1,0
11,981964110,78201214,1,0
14,981964110,102196414,1,0
10,981964110,81201242,0,1
10,981964110,1021964110,1,0
16,991964110,99196414,0,1
16,991964110,84201241,0,1
18,991964110,68201251,0,1
4,991964110,29196853,0,1
7,991964110,96196446,0,1
17,991964110,74201215,1,0
9,991964110,20196849,0,1
9,991964110,65199612,1,0
11,991964110,56199653,0,1
19,1001964110,26196845,0,1
19,1001964110,25196817,1,0
3,1001964110,28196853,0,1
8,1001964110,21196814,1,0
4,1001964110,97196412,1,0
4,1001964110,23196858,0,1
